Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country
TX0000002465,USA,2931724.9662737637,Property Purchase,2013-04-13 16:00:00,Person_4896,Finance,UAE,True,Illegal,5,6,Bank_319,Luxembourg
TX0000002466,Singapore,4032229.0221145176,Cash Withdrawal,2013-04-13 17:00:00,Person_2604,Construction,UAE,False,Illegal,5,9,Bank_197,Cayman Islands
TX0000002467,India,4910490.696195165,Offshore Transfer,2013-04-13 18:00:00,Person_5017,Finance,USA,True,Illegal,4,1,Bank_60,Cayman Islands
TX0000002468,Singapore,2076455.3638513829,Property Purchase,2013-04-13 19:00:00,Person_2076,Arms Trade,UAE,False,Illegal,9,7,Bank_86,Luxembourg
TX0000002469,Singapore,4834008.24668799,Cash Withdrawal,2013-04-13 20:00:00,Person_7111,Construction,China,False,Illegal,8,2,Bank_421,Switzerland
TX0000002470,India,2832781.7252506507,Cryptocurrency,2013-04-13 21:00:00,Person_4801,Arms Trade,China,False,Illegal,5,7,Bank_174,Bahamas
TX0000002471,Russia,1450032.9314402572,Stocks Transfer,2013-04-13 22:00:00,Person_9271,Arms Trade,India,False,Illegal,5,3,Bank_409,Switzerland
TX0000002472,UAE,4935269.661538119,Offshore Transfer,2013-04-13 23:00:00,Person_2953,Finance,Switzerland,False,Illegal,6,1,Bank_95,Luxembourg
TX0000002473,China,848630.0417249172,Cash Withdrawal,2013-04-14 00:00:00,Person_3129,Oil & Gas,UAE,True,Illegal,7,1,Bank_243,Bahamas
TX0000002474,UAE,989756.573350149,Cryptocurrency,2013-04-14 01:00:00,Person_2119,Arms Trade,Brazil,False,Legal,3,7,Bank_407,Luxembourg
TX0000002475,Brazil,4851585.03063739,Stocks Transfer,2013-04-14 02:00:00,Person_7321,Arms Trade,Brazil,False,Illegal,7,6,Bank_440,Cayman Islands
TX0000002476,Singapore,1601585.6618161537,Offshore Transfer,2013-04-14 03:00:00,Person_5625,Oil & Gas,India,True,Legal,5,9,Bank_241,Singapore
TX0000002477,USA,2884136.6204178575,Cash Withdrawal,2013-04-14 04:00:00,Person_7228,Casinos,Brazil,False,Illegal,3,8,Bank_223,Bahamas
TX0000002478,USA,3423890.491401142,Offshore Transfer,2013-04-14 05:00:00,Person_5644,Finance,Brazil,False,Illegal,1,2,Bank_452,Panama
TX0000002479,Singapore,1989847.708969651,Cryptocurrency,2013-04-14 06:00:00,Person_2628,Oil & Gas,Switzerland,True,Legal,5,4,Bank_356,Luxembourg
TX0000002480,South Africa,782300.3011468366,Property Purchase,2013-04-14 07:00:00,Person_6917,Casinos,UAE,False,Illegal,4,6,Bank_55,Switzerland
TX0000002481,China,3606663.657493902,Property Purchase,2013-04-14 08:00:00,Person_9379,Casinos,Brazil,False,Illegal,4,3,Bank_341,Panama
TX0000002482,Brazil,1928045.6232605195,Cryptocurrency,2013-04-14 09:00:00,Person_5771,Construction,USA,False,Illegal,1,1,Bank_372,Luxembourg
TX0000002483,China,1464943.8571660917,Cash Withdrawal,2013-04-14 10:00:00,Person_3962,Casinos,China,False,Legal,1,1,Bank_370,Singapore
TX0000002484,Russia,3261090.120036356,Offshore Transfer,2013-04-14 11:00:00,Person_1679,Arms Trade,USA,False,Legal,1,2,Bank_231,Panama
TX0000002485,South Africa,4401230.111933063,Cryptocurrency,2013-04-14 12:00:00,Person_2964,Finance,India,False,Legal,4,8,Bank_207,Cayman Islands
TX0000002486,China,538272.0094610753,Cash Withdrawal,2013-04-14 13:00:00,Person_2966,Construction,Russia,False,Illegal,2,3,Bank_47,Bahamas
TX0000002487,USA,2590180.4258846557,Cash Withdrawal,2013-04-14 14:00:00,Person_3673,Luxury Goods,Russia,False,Illegal,2,0,Bank_483,Switzerland
TX0000002488,Switzerland,660924.4645406796,Cryptocurrency,2013-04-14 15:00:00,Person_9675,Luxury Goods,Singapore,False,Illegal,10,9,Bank_171,Bahamas
TX0000002489,Russia,502403.5759061665,Cash Withdrawal,2013-04-14 16:00:00,Person_9382,Arms Trade,Russia,False,Illegal,9,6,Bank_79,Singapore
TX0000002490,Singapore,3824036.582959592,Offshore Transfer,2013-04-14 17:00:00,Person_2603,Finance,Singapore,False,Illegal,10,5,Bank_368,Switzerland
TX0000002491,UAE,2895608.3941259477,Property Purchase,2013-04-14 18:00:00,Person_8571,Casinos,Switzerland,True,Legal,8,5,Bank_313,Singapore
TX0000002492,Singapore,706919.2756442892,Property Purchase,2013-04-14 19:00:00,Person_426,Casinos,USA,False,Legal,3,7,Bank_479,Panama
TX0000002493,South Africa,2936325.50973475,Cryptocurrency,2013-04-14 20:00:00,Person_2219,Luxury Goods,India,False,Illegal,10,0,Bank_341,Singapore
TX0000002494,Singapore,4488345.404949724,Stocks Transfer,2013-04-14 21:00:00,Person_1080,Finance,Singapore,False,Legal,4,4,Bank_139,Cayman Islands
TX0000002495,Russia,3620989.885231648,Stocks Transfer,2013-04-14 22:00:00,Person_8628,Casinos,Brazil,False,Illegal,4,6,Bank_273,Panama
TX0000002496,UAE,4918447.587351022,Offshore Transfer,2013-04-14 23:00:00,Person_3794,Casinos,South Africa,False,Illegal,4,0,Bank_428,Cayman Islands
TX0000002497,Russia,2387216.212605361,Cash Withdrawal,2013-04-15 00:00:00,Person_4696,Finance,USA,False,Illegal,9,6,Bank_89,Singapore
TX0000002498,Russia,2703733.1811004397,Property Purchase,2013-04-15 01:00:00,Person_6027,Casinos,India,False,Illegal,9,8,Bank_143,Cayman Islands
TX0000002499,Switzerland,3708712.750261091,Cryptocurrency,2013-04-15 02:00:00,Person_1370,Arms Trade,UK,False,Illegal,9,6,Bank_326,Cayman Islands
TX0000002500,Brazil,3240097.3133657672,Property Purchase,2013-04-15 03:00:00,Person_1962,Luxury Goods,Singapore,False,Illegal,3,9,Bank_429,Cayman Islands
TX0000002501,Brazil,3735013.3846398303,Cryptocurrency,2013-04-15 04:00:00,Person_7177,Casinos,Brazil,False,Legal,4,6,Bank_369,Singapore
TX0000002502,Singapore,1766089.7934969969,Offshore Transfer,2013-04-15 05:00:00,Person_6519,Construction,South Africa,False,Illegal,4,0,Bank_130,Bahamas
TX0000002503,India,123447.33969373662,Stocks Transfer,2013-04-15 06:00:00,Person_4885,Real Estate,USA,False,Legal,10,6,Bank_9,Luxembourg
TX0000002504,USA,1627474.1524035635,Cash Withdrawal,2013-04-15 07:00:00,Person_2129,Finance,UK,False,Illegal,3,1,Bank_179,Panama
TX0000002505,China,2962727.208566687,Stocks Transfer,2013-04-15 08:00:00,Person_3555,Casinos,UAE,False,Legal,2,8,Bank_225,Switzerland
TX0000002506,Russia,284480.72064360563,Offshore Transfer,2013-04-15 09:00:00,Person_6870,Oil & Gas,UK,True,Legal,5,0,Bank_347,Cayman Islands
TX0000002507,Russia,3001291.1615032665,Stocks Transfer,2013-04-15 10:00:00,Person_7988,Oil & Gas,India,False,Illegal,3,1,Bank_128,Luxembourg
TX0000002508,India,1455741.5706552053,Cryptocurrency,2013-04-15 11:00:00,Person_2361,Construction,USA,False,Legal,3,6,Bank_165,Luxembourg
TX0000002509,UK,4140072.111837188,Stocks Transfer,2013-04-15 12:00:00,Person_793,Luxury Goods,China,False,Illegal,6,0,Bank_305,Singapore
TX0000002510,USA,2466376.3258910426,Property Purchase,2013-04-15 13:00:00,Person_9950,Luxury Goods,UAE,False,Illegal,2,9,Bank_477,Luxembourg
TX0000002511,China,1400790.194106844,Cash Withdrawal,2013-04-15 14:00:00,Person_6148,Arms Trade,USA,False,Illegal,2,2,Bank_171,Switzerland
TX0000002512,UK,897250.2845330256,Cash Withdrawal,2013-04-15 15:00:00,Person_8225,Oil & Gas,India,True,Illegal,3,6,Bank_477,Bahamas
TX0000002513,USA,3906023.9061704534,Cryptocurrency,2013-04-15 16:00:00,Person_4654,Oil & Gas,USA,False,Illegal,9,5,Bank_117,Panama
TX0000002514,USA,1734139.921481115,Cryptocurrency,2013-04-15 17:00:00,Person_733,Construction,Switzerland,False,Legal,4,6,Bank_200,Luxembourg
TX0000002515,China,1735344.6657887592,Property Purchase,2013-04-15 18:00:00,Person_2686,Finance,Russia,False,Illegal,4,1,Bank_485,Singapore
TX0000002516,UK,391500.23244308983,Cryptocurrency,2013-04-15 19:00:00,Person_8258,Finance,Singapore,False,Illegal,8,0,Bank_36,Luxembourg
TX0000002517,Brazil,4967710.223646519,Property Purchase,2013-04-15 20:00:00,Person_180,Arms Trade,Switzerland,False,Illegal,7,7,Bank_391,Luxembourg
TX0000002518,UK,480969.96255512343,Cash Withdrawal,2013-04-15 21:00:00,Person_7628,Oil & Gas,India,False,Illegal,2,0,Bank_262,Luxembourg
TX0000002519,South Africa,1719985.7204444038,Cryptocurrency,2013-04-15 22:00:00,Person_875,Construction,UAE,False,Illegal,3,5,Bank_486,Cayman Islands
TX0000002520,UAE,221975.9015592317,Cryptocurrency,2013-04-15 23:00:00,Person_7105,Real Estate,South Africa,False,Legal,7,5,Bank_428,Cayman Islands
TX0000002521,Brazil,4079935.1985168313,Cryptocurrency,2013-04-16 00:00:00,Person_6719,Luxury Goods,Switzerland,False,Illegal,1,7,Bank_216,Bahamas
TX0000002522,Russia,2306819.2307538884,Stocks Transfer,2013-04-16 01:00:00,Person_5233,Oil & Gas,USA,False,Illegal,2,9,Bank_350,Cayman Islands
TX0000002523,Russia,1329173.5437890003,Cash Withdrawal,2013-04-16 02:00:00,Person_4210,Oil & Gas,South Africa,False,Illegal,7,0,Bank_38,Singapore
TX0000002524,USA,2392338.3290583678,Stocks Transfer,2013-04-16 03:00:00,Person_3764,Casinos,Russia,False,Illegal,9,9,Bank_425,Luxembourg
TX0000002525,Switzerland,3108932.6281452677,Cash Withdrawal,2013-04-16 04:00:00,Person_3333,Luxury Goods,Brazil,False,Illegal,8,7,Bank_83,Cayman Islands
TX0000002526,China,1527567.4924253183,Stocks Transfer,2013-04-16 05:00:00,Person_2180,Luxury Goods,Switzerland,False,Legal,8,1,Bank_57,Singapore
TX0000002527,Russia,1130306.2135481131,Stocks Transfer,2013-04-16 06:00:00,Person_8232,Finance,China,False,Legal,9,4,Bank_375,Bahamas
TX0000002528,USA,4924883.42324707,Offshore Transfer,2013-04-16 07:00:00,Person_9120,Construction,South Africa,False,Legal,1,3,Bank_1,Luxembourg
TX0000002529,China,1261920.0042309836,Cryptocurrency,2013-04-16 08:00:00,Person_45,Finance,Switzerland,False,Illegal,8,1,Bank_447,Singapore
TX0000002530,USA,1271089.587540862,Property Purchase,2013-04-16 09:00:00,Person_4930,Casinos,USA,True,Legal,9,1,Bank_67,Bahamas
TX0000002531,USA,2702059.621550959,Cash Withdrawal,2013-04-16 10:00:00,Person_1598,Finance,Switzerland,True,Legal,10,1,Bank_470,Luxembourg
TX0000002532,Switzerland,4831206.270524596,Offshore Transfer,2013-04-16 11:00:00,Person_1761,Casinos,Brazil,False,Illegal,3,7,Bank_397,Panama
TX0000002533,UK,2634746.457347039,Property Purchase,2013-04-16 12:00:00,Person_9925,Construction,India,False,Illegal,10,9,Bank_332,Switzerland
TX0000002534,China,773496.5232644957,Stocks Transfer,2013-04-16 13:00:00,Person_2202,Construction,India,False,Illegal,2,1,Bank_106,Luxembourg
TX0000002535,Singapore,1998337.5239759297,Stocks Transfer,2013-04-16 14:00:00,Person_1109,Arms Trade,South Africa,False,Illegal,2,8,Bank_77,Switzerland
TX0000002536,UK,2007029.6972837993,Cryptocurrency,2013-04-16 15:00:00,Person_2161,Luxury Goods,South Africa,False,Illegal,10,1,Bank_247,Cayman Islands
TX0000002537,UK,4880073.264052235,Cash Withdrawal,2013-04-16 16:00:00,Person_5115,Real Estate,UK,False,Illegal,5,2,Bank_284,Luxembourg
TX0000002538,UAE,79108.97334895049,Stocks Transfer,2013-04-16 17:00:00,Person_5359,Oil & Gas,China,True,Illegal,1,8,Bank_280,Panama
TX0000002539,South Africa,4563056.389003014,Stocks Transfer,2013-04-16 18:00:00,Person_4819,Oil & Gas,UK,False,Illegal,5,5,Bank_243,Luxembourg
TX0000002540,South Africa,201028.6045049164,Property Purchase,2013-04-16 19:00:00,Person_1924,Finance,Switzerland,True,Illegal,6,3,Bank_324,Singapore
TX0000002541,Brazil,3048936.724755996,Cryptocurrency,2013-04-16 20:00:00,Person_1351,Finance,USA,False,Legal,9,0,Bank_480,Panama
TX0000002542,USA,4715223.646146478,Cash Withdrawal,2013-04-16 21:00:00,Person_2615,Oil & Gas,USA,False,Legal,3,9,Bank_338,Luxembourg
TX0000002543,USA,2037026.9795902292,Cash Withdrawal,2013-04-16 22:00:00,Person_6194,Finance,Brazil,False,Illegal,6,8,Bank_432,Singapore
TX0000002544,UK,168958.05195240266,Property Purchase,2013-04-16 23:00:00,Person_5099,Finance,Brazil,False,Illegal,9,6,Bank_217,Switzerland
TX0000002545,South Africa,402040.9068671724,Stocks Transfer,2013-04-17 00:00:00,Person_9860,Casinos,China,False,Illegal,8,5,Bank_267,Bahamas
TX0000002546,Switzerland,218159.76630939957,Offshore Transfer,2013-04-17 01:00:00,Person_1619,Construction,UAE,False,Legal,10,3,Bank_215,Bahamas
TX0000002547,India,4402059.761008408,Cash Withdrawal,2013-04-17 02:00:00,Person_7540,Construction,USA,False,Illegal,2,9,Bank_241,Singapore
TX0000002548,USA,3824358.5695154695,Cryptocurrency,2013-04-17 03:00:00,Person_6887,Arms Trade,China,False,Illegal,7,1,Bank_384,Luxembourg
TX0000002549,South Africa,209024.03559750124,Stocks Transfer,2013-04-17 04:00:00,Person_5472,Arms Trade,UAE,False,Illegal,6,6,Bank_310,Switzerland
TX0000002550,Singapore,1334056.2801521637,Cryptocurrency,2013-04-17 05:00:00,Person_7426,Oil & Gas,Singapore,False,Illegal,10,8,Bank_222,Luxembourg
TX0000002551,South Africa,2300948.7648996245,Offshore Transfer,2013-04-17 06:00:00,Person_683,Real Estate,UK,False,Illegal,3,9,Bank_210,Singapore
TX0000002552,India,770101.6354181811,Cash Withdrawal,2013-04-17 07:00:00,Person_6196,Construction,UAE,False,Legal,3,6,Bank_497,Switzerland
TX0000002553,UAE,2734152.1191429086,Offshore Transfer,2013-04-17 08:00:00,Person_8884,Finance,UK,False,Illegal,10,8,Bank_364,Switzerland
TX0000002554,Russia,4400101.6229494875,Property Purchase,2013-04-17 09:00:00,Person_9832,Real Estate,Singapore,False,Illegal,6,1,Bank_330,Cayman Islands
TX0000002555,Switzerland,733777.4699379255,Offshore Transfer,2013-04-17 10:00:00,Person_4778,Arms Trade,China,False,Legal,1,3,Bank_438,Bahamas
TX0000002556,China,4019544.5953467567,Stocks Transfer,2013-04-17 11:00:00,Person_9437,Finance,UK,True,Illegal,7,6,Bank_190,Singapore
TX0000002557,Singapore,1527713.1404652565,Stocks Transfer,2013-04-17 12:00:00,Person_8408,Real Estate,Russia,False,Illegal,5,7,Bank_478,Cayman Islands
TX0000002558,Brazil,3031091.3590437565,Property Purchase,2013-04-17 13:00:00,Person_1661,Real Estate,India,False,Illegal,10,3,Bank_89,Panama
TX0000002559,UK,753760.4016753344,Offshore Transfer,2013-04-17 14:00:00,Person_204,Real Estate,Brazil,False,Illegal,2,4,Bank_210,Singapore
TX0000002560,UK,4745510.891860505,Stocks Transfer,2013-04-17 15:00:00,Person_1284,Finance,USA,False,Illegal,8,0,Bank_184,Cayman Islands
TX0000002561,UAE,1588304.6940771698,Stocks Transfer,2013-04-17 16:00:00,Person_3110,Real Estate,UK,False,Legal,6,3,Bank_107,Bahamas
TX0000002562,Singapore,2808995.157780072,Cryptocurrency,2013-04-17 17:00:00,Person_5751,Real Estate,UAE,True,Illegal,5,5,Bank_96,Luxembourg
TX0000002563,Switzerland,4977381.431912535,Cash Withdrawal,2013-04-17 18:00:00,Person_2599,Arms Trade,UAE,True,Legal,5,2,Bank_403,Luxembourg
TX0000002564,South Africa,4989807.09282523,Stocks Transfer,2013-04-17 19:00:00,Person_4866,Oil & Gas,Brazil,False,Legal,5,5,Bank_488,Singapore
TX0000002565,Singapore,4671167.82593295,Offshore Transfer,2013-04-17 20:00:00,Person_3802,Finance,India,False,Legal,10,7,Bank_476,Cayman Islands
TX0000002566,Switzerland,1419771.5912414854,Stocks Transfer,2013-04-17 21:00:00,Person_923,Arms Trade,Switzerland,True,Illegal,7,0,Bank_138,Panama
TX0000002567,Russia,2406380.5427855696,Cryptocurrency,2013-04-17 22:00:00,Person_7689,Oil & Gas,India,False,Illegal,8,6,Bank_201,Singapore
TX0000002568,Singapore,3327933.6176608885,Stocks Transfer,2013-04-17 23:00:00,Person_1551,Finance,South Africa,False,Illegal,7,5,Bank_164,Cayman Islands
TX0000002569,UK,787855.309168861,Offshore Transfer,2013-04-18 00:00:00,Person_4040,Luxury Goods,Brazil,False,Illegal,3,9,Bank_160,Luxembourg
TX0000002570,UAE,726444.1393132297,Offshore Transfer,2013-04-18 01:00:00,Person_7097,Luxury Goods,Singapore,False,Illegal,1,4,Bank_209,Switzerland
TX0000002571,India,24028.0064193673,Property Purchase,2013-04-18 02:00:00,Person_563,Casinos,UK,True,Illegal,9,8,Bank_105,Luxembourg
TX0000002572,India,1647500.6883938953,Cash Withdrawal,2013-04-18 03:00:00,Person_1572,Finance,UAE,False,Legal,4,1,Bank_203,Switzerland
TX0000002573,Russia,3617625.695255969,Stocks Transfer,2013-04-18 04:00:00,Person_9427,Luxury Goods,USA,False,Illegal,6,9,Bank_60,Luxembourg
TX0000002574,UK,3196464.9303549384,Property Purchase,2013-04-18 05:00:00,Person_9726,Oil & Gas,China,False,Legal,7,2,Bank_371,Singapore
TX0000002575,Singapore,4450917.131243888,Cryptocurrency,2013-04-18 06:00:00,Person_5514,Construction,South Africa,False,Legal,6,8,Bank_103,Panama
TX0000002576,Brazil,1472923.7619123552,Stocks Transfer,2013-04-18 07:00:00,Person_4913,Luxury Goods,India,True,Legal,5,3,Bank_19,Singapore
TX0000002577,Switzerland,4312480.733310268,Offshore Transfer,2013-04-18 08:00:00,Person_6845,Casinos,Brazil,False,Illegal,1,1,Bank_436,Singapore
TX0000002578,Singapore,503529.90584511793,Cash Withdrawal,2013-04-18 09:00:00,Person_2681,Luxury Goods,UAE,True,Illegal,7,0,Bank_386,Switzerland
TX0000002579,UAE,2073092.9871129787,Cash Withdrawal,2013-04-18 10:00:00,Person_489,Construction,Singapore,False,Illegal,1,3,Bank_494,Cayman Islands
TX0000002580,Brazil,3484763.815285444,Offshore Transfer,2013-04-18 11:00:00,Person_9827,Oil & Gas,Brazil,True,Illegal,10,2,Bank_150,Switzerland
TX0000002581,South Africa,2981298.2651895047,Cash Withdrawal,2013-04-18 12:00:00,Person_2565,Construction,Russia,True,Illegal,5,0,Bank_12,Luxembourg
TX0000002582,China,3100120.487793047,Stocks Transfer,2013-04-18 13:00:00,Person_9386,Arms Trade,Brazil,False,Illegal,5,9,Bank_41,Singapore
TX0000002583,Brazil,3785287.3521509753,Cryptocurrency,2013-04-18 14:00:00,Person_3450,Finance,Russia,False,Legal,8,7,Bank_14,Singapore
TX0000002584,Brazil,4244614.268989158,Cash Withdrawal,2013-04-18 15:00:00,Person_9865,Construction,UK,True,Legal,6,2,Bank_100,Switzerland
TX0000002585,India,268109.08405412687,Offshore Transfer,2013-04-18 16:00:00,Person_6995,Arms Trade,Switzerland,False,Illegal,2,0,Bank_80,Panama
TX0000002586,Brazil,3817006.2868964835,Cryptocurrency,2013-04-18 17:00:00,Person_2333,Luxury Goods,Brazil,False,Legal,10,3,Bank_339,Cayman Islands
TX0000002587,Switzerland,3294192.7040879824,Offshore Transfer,2013-04-18 18:00:00,Person_1796,Real Estate,UK,False,Illegal,1,5,Bank_346,Panama
TX0000002588,Brazil,68606.48364035989,Cryptocurrency,2013-04-18 19:00:00,Person_5977,Luxury Goods,Switzerland,False,Legal,5,5,Bank_336,Panama
TX0000002589,Singapore,4325661.362896468,Property Purchase,2013-04-18 20:00:00,Person_3531,Arms Trade,UK,True,Legal,8,3,Bank_174,Switzerland
TX0000002590,UAE,2913113.7794444193,Offshore Transfer,2013-04-18 21:00:00,Person_6718,Construction,UK,False,Illegal,8,2,Bank_97,Luxembourg
TX0000002591,Singapore,718316.0112783585,Offshore Transfer,2013-04-18 22:00:00,Person_7383,Oil & Gas,India,False,Illegal,4,5,Bank_295,Cayman Islands
TX0000002592,South Africa,2462352.659111674,Offshore Transfer,2013-04-18 23:00:00,Person_6465,Arms Trade,Singapore,False,Illegal,1,8,Bank_37,Singapore
TX0000002593,Singapore,1628891.9918662691,Stocks Transfer,2013-04-19 00:00:00,Person_7608,Finance,Singapore,True,Illegal,10,7,Bank_63,Bahamas
TX0000002594,India,4044191.9122619336,Stocks Transfer,2013-04-19 01:00:00,Person_5411,Casinos,China,False,Illegal,5,9,Bank_171,Singapore
TX0000002595,UAE,915318.9477520996,Property Purchase,2013-04-19 02:00:00,Person_990,Oil & Gas,Russia,False,Illegal,1,5,Bank_194,Switzerland
TX0000002596,Switzerland,3323135.2702554045,Stocks Transfer,2013-04-19 03:00:00,Person_9300,Arms Trade,UK,False,Legal,6,6,Bank_205,Singapore
TX0000002597,Singapore,4480016.225318563,Cryptocurrency,2013-04-19 04:00:00,Person_8666,Oil & Gas,Brazil,False,Illegal,6,6,Bank_321,Cayman Islands
TX0000002598,Singapore,4414046.52490083,Property Purchase,2013-04-19 05:00:00,Person_6279,Real Estate,South Africa,False,Illegal,1,9,Bank_499,Switzerland
TX0000002599,Russia,4934572.968297067,Offshore Transfer,2013-04-19 06:00:00,Person_9576,Real Estate,UAE,False,Legal,2,9,Bank_83,Luxembourg
TX0000002600,Switzerland,532461.1006314148,Stocks Transfer,2013-04-19 07:00:00,Person_6550,Luxury Goods,South Africa,True,Legal,6,3,Bank_323,Panama
TX0000002601,Switzerland,3451416.036425641,Cash Withdrawal,2013-04-19 08:00:00,Person_2113,Finance,UAE,False,Legal,9,8,Bank_459,Singapore
TX0000002602,Russia,4335827.157334362,Offshore Transfer,2013-04-19 09:00:00,Person_4756,Casinos,India,False,Legal,6,4,Bank_19,Cayman Islands
TX0000002603,South Africa,3333419.0975383907,Cash Withdrawal,2013-04-19 10:00:00,Person_6851,Casinos,Brazil,True,Illegal,1,3,Bank_220,Bahamas
TX0000002604,India,1118021.4477252879,Cryptocurrency,2013-04-19 11:00:00,Person_1189,Arms Trade,India,True,Illegal,1,3,Bank_488,Cayman Islands
TX0000002605,Switzerland,1135687.8972312189,Cryptocurrency,2013-04-19 12:00:00,Person_7500,Finance,South Africa,False,Legal,5,7,Bank_339,Bahamas
TX0000002606,Singapore,2948299.431867185,Cash Withdrawal,2013-04-19 13:00:00,Person_3159,Construction,South Africa,False,Illegal,10,7,Bank_346,Cayman Islands
TX0000002607,Switzerland,2321637.857321614,Cryptocurrency,2013-04-19 14:00:00,Person_4215,Finance,USA,False,Legal,9,8,Bank_232,Bahamas
TX0000002608,Brazil,4810434.771311862,Property Purchase,2013-04-19 15:00:00,Person_7079,Luxury Goods,Russia,False,Illegal,3,0,Bank_486,Luxembourg
TX0000002609,USA,2326979.7826692667,Property Purchase,2013-04-19 16:00:00,Person_7319,Arms Trade,Switzerland,False,Illegal,7,4,Bank_452,Luxembourg
TX0000002610,USA,276826.7256088722,Offshore Transfer,2013-04-19 17:00:00,Person_1245,Construction,South Africa,False,Legal,3,2,Bank_19,Bahamas
TX0000002611,Brazil,473997.3658830026,Property Purchase,2013-04-19 18:00:00,Person_2101,Casinos,South Africa,False,Illegal,3,1,Bank_163,Cayman Islands
TX0000002612,China,4184625.482741837,Stocks Transfer,2013-04-19 19:00:00,Person_7591,Luxury Goods,Switzerland,False,Legal,5,0,Bank_451,Cayman Islands
TX0000002613,UK,3996499.6371529233,Cash Withdrawal,2013-04-19 20:00:00,Person_3810,Luxury Goods,Singapore,False,Illegal,8,1,Bank_217,Bahamas
TX0000002614,UAE,1173272.3980118444,Cash Withdrawal,2013-04-19 21:00:00,Person_5927,Casinos,UK,False,Illegal,10,6,Bank_67,Singapore
TX0000002615,USA,2481030.857538436,Cryptocurrency,2013-04-19 22:00:00,Person_490,Casinos,Russia,False,Legal,1,3,Bank_189,Panama
TX0000002616,China,4380780.47119638,Cryptocurrency,2013-04-19 23:00:00,Person_3681,Luxury Goods,Russia,False,Legal,6,9,Bank_101,Panama
TX0000002617,Switzerland,3687904.078800388,Cash Withdrawal,2013-04-20 00:00:00,Person_8032,Finance,South Africa,False,Illegal,8,0,Bank_400,Singapore
TX0000002618,India,4736085.456261283,Cash Withdrawal,2013-04-20 01:00:00,Person_138,Luxury Goods,China,True,Legal,8,7,Bank_190,Cayman Islands
TX0000002619,Russia,4626003.272299038,Stocks Transfer,2013-04-20 02:00:00,Person_6785,Real Estate,UAE,False,Illegal,10,8,Bank_152,Panama
TX0000002620,Switzerland,1585111.1023114175,Cryptocurrency,2013-04-20 03:00:00,Person_2448,Arms Trade,UAE,False,Illegal,5,4,Bank_69,Cayman Islands
TX0000002621,South Africa,4268379.537568607,Cryptocurrency,2013-04-20 04:00:00,Person_2582,Luxury Goods,UAE,False,Legal,5,2,Bank_98,Cayman Islands
TX0000002622,Switzerland,707358.6241822235,Offshore Transfer,2013-04-20 05:00:00,Person_3165,Construction,UK,False,Legal,10,5,Bank_451,Panama
TX0000002623,UAE,466848.0009253742,Stocks Transfer,2013-04-20 06:00:00,Person_5763,Finance,Russia,False,Illegal,8,2,Bank_109,Bahamas
TX0000002624,USA,1223804.084484343,Offshore Transfer,2013-04-20 07:00:00,Person_6162,Construction,UK,True,Legal,6,4,Bank_374,Switzerland
TX0000002625,Russia,4347918.28480131,Cryptocurrency,2013-04-20 08:00:00,Person_8903,Finance,UK,False,Illegal,10,9,Bank_6,Cayman Islands
TX0000002626,UAE,3694791.631717976,Offshore Transfer,2013-04-20 09:00:00,Person_4987,Luxury Goods,Russia,False,Legal,1,6,Bank_46,Switzerland
TX0000002627,Brazil,1278637.0846129851,Stocks Transfer,2013-04-20 10:00:00,Person_5029,Construction,Switzerland,False,Illegal,6,4,Bank_287,Bahamas
TX0000002628,UK,614018.2374600193,Offshore Transfer,2013-04-20 11:00:00,Person_3602,Luxury Goods,China,False,Illegal,5,8,Bank_2,Singapore
TX0000002629,South Africa,4109783.6844523903,Offshore Transfer,2013-04-20 12:00:00,Person_9695,Construction,South Africa,False,Legal,10,4,Bank_393,Bahamas
TX0000002630,China,4589346.821936997,Stocks Transfer,2013-04-20 13:00:00,Person_3921,Casinos,China,True,Legal,8,7,Bank_181,Panama
TX0000002631,South Africa,1062980.4077521672,Property Purchase,2013-04-20 14:00:00,Person_9682,Arms Trade,South Africa,False,Legal,7,6,Bank_330,Switzerland
TX0000002632,South Africa,4390455.060464134,Stocks Transfer,2013-04-20 15:00:00,Person_6071,Finance,USA,True,Legal,6,3,Bank_455,Luxembourg
TX0000002633,India,631131.1981855963,Cryptocurrency,2013-04-20 16:00:00,Person_8122,Arms Trade,Russia,False,Illegal,9,3,Bank_64,Luxembourg
TX0000002634,India,2954245.9069582582,Cryptocurrency,2013-04-20 17:00:00,Person_234,Casinos,India,False,Legal,1,0,Bank_469,Luxembourg
TX0000002635,Brazil,2763344.931223409,Offshore Transfer,2013-04-20 18:00:00,Person_8906,Arms Trade,Switzerland,False,Legal,2,9,Bank_314,Bahamas
TX0000002636,Singapore,3751173.015175793,Cryptocurrency,2013-04-20 19:00:00,Person_3186,Real Estate,USA,False,Illegal,8,0,Bank_346,Cayman Islands
TX0000002637,South Africa,4927776.737968187,Stocks Transfer,2013-04-20 20:00:00,Person_8058,Real Estate,Russia,False,Illegal,1,4,Bank_352,Panama
TX0000002638,UK,23614.853112690183,Offshore Transfer,2013-04-20 21:00:00,Person_5480,Casinos,Russia,False,Legal,5,8,Bank_441,Panama
